Timestamp,GPS_Position_X,GPS_Position_Y,GPS_Position_Z,LEO_Position_X,LEO_Position_Y,LEO_Position_Z,PRN,Latitude,Longitude,Absolute_STEC,Elevation_Angle,date,LT
63530627654000.0,-8715665.815730667,-19207644.62484726,-16251401.57965985,402459.911020919,-1055146.09455932,-6736698.881541559,4,-80.48379940904175,-69.12185991825702,10.530397635137005,31.290604903348076,2013-03-17 04:34:09,23.9610426721162
63530627654000.0,-14359940.948389359,-7372000.551355595,-20964634.65040942,402459.911020919,-1055146.09455932,-6736698.881541559,2,-80.48379940904175,-69.12185991825702,10.98078368265008,41.223918278976164,2013-03-17 04:34:09,23.9610426721162
63530627654000.0,-12262548.250210186,-11734986.877993412,-20804469.85012531,402459.911020919,-1055146.09455932,-6736698.881541559,10,-80.48379940904175,-69.12185991825702,9.998026827071481,42.83870550465112,2013-03-17 04:34:09,23.9610426721162
63530627664000.0,-14355264.466099767,-7398668.613151071,-20959009.763457414,435609.061449636,-1122503.94703281,-6723829.982407601,2,-79.84741735565038,-68.79030740478997,10.52168210610064,41.06111818418627,2013-03-17 04:34:19,23.98592395079178
63530627664000.0,-8709774.275629206,-19227208.486775648,-16230778.142665934,435609.061449636,-1122503.94703281,-6723829.982407601,4,-79.84741735565038,-68.79030740478997,10.907316212448212,31.636833717605803,2013-03-17 04:34:19,23.98592395079178
63530627664000.0,-12238420.014002217,-11743984.60657496,-20813314.212584537,435609.061449636,-1122503.94703281,-6723829.982407601,10,-79.84741735565038,-68.79030740478997,9.580379062322656,42.96351928403555,2013-03-17 04:34:19,23.98592395079178
63530627664000.0,12686734.844450613,-9063146.326423984,-21476610.479660213,435609.061449636,-1122503.94703281,-6723829.982407601,23,-79.84741735565038,-68.79030740478997,6.406035459054502,53.146588743903095,2013-03-17 04:34:19,23.98592395079178
63530627664000.0,17114555.60735015,6805110.082168562,-19480733.454667598,435609.061449636,-1122503.94703281,-6723829.982407601,30,-79.84741735565038,-68.79030740478997,9.565360447492,33.28562723792423,2013-03-17 04:34:19,23.98592395079178
63530627664000.0,9065419.677295106,16716913.218785562,-18240879.465105657,435609.061449636,-1122503.94703281,-6723829.982407601,31,-79.84741735565038,-68.79030740478997,13.713868228642298,22.999034780581113,2013-03-17 04:34:19,23.98592395079178
63530627674000.0,9059347.163381107,16739732.125794172,-18222860.98085012,468606.103206267,-1189771.01655034,-6710122.39621673,31,-79.21067582424351,-68.50238310526932,13.361284518428013,22.456415928435007,2013-03-17 04:34:29,0.007896681870934508
63530627674000.0,17093448.284162533,6816594.66346079,-19495533.853929907,468606.103206267,-1189771.01655034,-6710122.39621673,30,-79.21067582424351,-68.50238310526932,9.670730929858054,33.24015256942135,2013-03-17 04:34:29,0.007896681870934508
63530627674000.0,12707301.624938115,-9045060.563004516,-21472469.851353247,468606.103206267,-1189771.01655034,-6710122.39621673,23,-79.21067582424351,-68.50238310526932,6.401234915741158,53.739222234148215,2013-03-17 04:34:29,0.007896681870934508
63530627674000.0,-12214286.21858341,-11752999.569734175,-20822115.72969163,468606.103206267,-1189771.01655034,-6710122.39621673,10,-79.21067582424351,-68.50238310526932,9.544088123748601,43.07949468596539,2013-03-17 04:34:29,0.007896681870934508
63530627674000.0,-14350603.599996885,-7425331.50672473,-20953339.79526503,468606.103206267,-1189771.01655034,-6710122.39621673,2,-79.21067582424351,-68.50238310526932,10.479896214696685,40.89124290130594,2013-03-17 04:34:29,0.007896681870934508
63530627674000.0,-8703897.476343388,-19246750.57560568,-16210120.445139231,468606.103206267,-1189771.01655034,-6710122.39621673,4,-79.21067582424351,-68.50238310526932,11.005501022730911,31.979879133718626,2013-03-17 04:34:29,0.007896681870934508
63530627684000.0,-14345958.349607473,-7451989.167042649,-20947624.761931136,501447.088976172,-1256938.74972111,-6695577.84147439,2,-78.5736367855383,-68.25081102777727,10.28573061113986,40.71439570445291,2013-03-17 04:34:39,0.027445931481514307
63530627684000.0,-8698035.392827448,-19266270.838181797,-16189428.530455796,501447.088976172,-1256938.74972111,-6695577.84147439,4,-78.5736367855383,-68.25081102777727,10.767737949130913,32.319644391980226,2013-03-17 04:34:39,0.027445931481514307
